,Record Type,Make,Body Type,Registration Class
899,TRL,TR/TR,trailer,336
900,VEH,DOOSA,power shovel,336
901,VEH,SUBAR,sedan,335
903,TRL,RANGE,trailer,334
905,TRL,PENNS,trailer,333
906,VEH,MICRO,bus,333
907,VEH,TRIUM,3-door,332
908,TRL,LANDO,trailer,332
909,VEH,FORD,lift boom,331
910,TRL,CR/CO,big truck,330
911,TRL,BR/MR,trailer,330
912,TRL,UTILI,trailer,328
913,VEH,CUSTO,convertible,327
914,TRL,SP/HA,trailer,327
915,VEH,UTILI,van,326
916,VEH,DODGE,trailer,326
917,VEH,GREYH,trailer,326
918,TRL,MIDDL,trailer,325
919,VEH,BOUND,trailer,324
920,VEH,AU/HE,convertible,323
921,TRL,FI/ST,trailer,322
922,TRL,HURST,trailer,321
923,TRL,SURVE,trailer,320
925,VEH,COLLI,station wagon/sport utility vehicle,320
926,TRL,HAUL,trailer,319
927,TRL,STARL,trailer,318
928,VEH,NO/BU,bus,317
930,TRL,BR/MA,trailer,313
931,VEH,VESPA,motorcycle,313
933,TRL,RAVEN,trailer,311
934,VEH,TA/TA,motorcycle,311
935,TRL,BA/TR,trailer,310
936,TRL,CLASS,trailer,310
937,TRL,UDUMP,trailer,309
938,VEH,FORES,trailer,309
939,VEH,NE/HO,tractor,309
940,TRL,NORTH,trailer,308
941,VEH,STUDE,3-door,308
943,VEH,UD,van,308
945,VEH,DODGE,tow truck / wrecker,306
946,TRL,CYNER,trailer,306
947,VEH,SUZUK,truck,306
948,VEH,LA/RO,sedan,305
949,VEH,PJ/TR,trailer,304
950,VEH,GENES,station wagon/sport utility vehicle,304
951,VEH,NE/HO,power shovel,304
952,VEH,INTER,station wagon/sport utility vehicle,303
953,TRL,HOMEM,big truck,303
954,TRL,MICKE,trailer,301
957,SNOW,ARTIC,snow plow,299
959,VEH,LINCO,limousine,298
961,TRL,WELLS,trailer,297
962,TRL,CROSS,trailer,297
963,TRL,CO/WA,trailer,297
964,VEH,AUDI,sedan,296
967,VEH,BSA,motorcycle,295
968,TRL,BE/BU,trailer,294
969,TRL,BISON,trailer,294
970,TRL,WALKE,trailer,293
973,TRL,PROLI,trailer,291
974,VEH,VOLVO,snow plow,291
977,TRL,SNOPR,trailer,290
979,TRL,CIMC,trailer,290
980,VEH,CASE,snow plow,290
981,TRL,TR/KI,trailer,288
982,TRL,LONG,trailer,288
983,TRL,VM/PA,trailer,287
984,VEH,CHEV,truck,287
985,TRL,BENSO,trailer,286
986,TRL,QU/CA,trailer,286
987,TRL,TIDEW,trailer,286
988,TRL,LOAD,trailer,286
989,TRL,PALOM,trailer,285
990,TRL,EA/BE,big truck,285
991,VEH,WHITE,big truck,285
992,VEH,BENTL,station wagon/sport utility vehicle,284
995,TRL,MA/TO,trailer,282
996,VEH,CAT,power shovel,282
997,TRL,SURE,trailer,281
998,TRL,SOLIT,trailer,281
999,TRL,AU/RI,trailer,281
1000,TRL,REITN,trailer,281
1001,TRL,STAR,trailer,280
1002,TRL,CUSTO,big truck,279
1003,TRL,DO/EA,trailer,279
1004,TRL,PUMA,trailer,278
1005,VEH,GMC,tow truck / wrecker,277
1007,VEH,ELGIN,snow plow,277
1008,VEH,DODGE,big truck,276
1009,TRL,FORCE,trailer,275
1010,VEH,HOMEM,trailer,275
1011,TRL,TRANS,trailer,274
1012,TRL,SPORT,trailer,274
1013,VEH,ISUZU,big truck,274
1014,VEH,HADA,motorcycle,274
1015,VEH,HINO,big truck,273
1016,TRL,HI/CO,trailer,273
1017,TRL,REISE,trailer,272
1018,TRL,TENNE,trailer,271
1019,TRL,SEARS,trailer,270
1020,TRL,SHAST,trailer,269
1021,TRL,BR/BR,trailer,269
1022,VEH,STERL,big truck,269
1023,TRL,STRIC,trailer,269
1025,VEH,PUCH,motorcycle,268
1026,TRL,TALBE,trailer,268
1027,VEH,RO/EN,motorcycle,267
1028,TRL,CRUSA,trailer,267
1031,VEH,LOTUS,3-door,265
1033,TRL,ELIMI,trailer,265
1035,VEH,FREIG,trailer,265
1037,TRL,WORTH,trailer,262
1038,TRL,HAULR,trailer,262
1039,VEH,ISUZU,snow plow,262
1040,TRL,BLACK,trailer,260
1041,VEH,FORD,snow plow,260
1042,TRL,RANGE,trailer,259
1043,VEH,KAYO,multi-wheeled vehicle,259
1044,VEH,STERL,tractor,259
1045,TRL,PREMI,trailer,259
1046,TRL,MICRO,trailer,259
1047,TRL,STARR,trailer,258
1048,TRL,CH/ZH,trailer,258
1050,TRL,ROGER,trailer,258
1051,VEH,TR/TE,bus,257
1053,TRL,PHOEN,trailer,253
1054,VEH,HO/RA,trailer,253
1055,VEH,AM/IR,motorcycle,253
1056,VEH,PETER,van,253
1057,VEH,CHATE,trailer,252
1060,VEH,MITSU,big truck,249
1061,VEH,MITSU,van,249
1062,TRL,GA/MA,trailer,249
1063,TRL,TIDEW,trailer,248
1064,TRL,SUMMI,trailer,248
1065,VEH,CUSTO,trailer,246
1066,TRL,BO/MA,trailer,246
1067,VEH,NORTO,motorcycle,244
1068,TRL,VICTO,trailer,244
1069,VEH,TRACK,multi-wheeled vehicle,244
1070,VEH,AMC,3-door,243
1072,VEH,MONAC,trailer,240
1073,VEH,INTER,trailer,240
1074,TRL,CLIPP,trailer,240
1075,TRL,TERRY,trailer,239
1077,TRL,WILSO,trailer,238
1079,VEH,URAL,motorcycle,237
1080,VEH,FALCO,trailer,237
1081,TRL,JAY,trailer,237
1082,VEH,HURRI,trailer,237
1083,TRL,SPART,trailer,236
1084,TRL,CAM,station wagon/sport utility vehicle,236
1087,TRL,TR/MA,trailer,233
1090,TRL,COMPL,trailer,231
1091,VEH,OLDS,3-door,230
1092,VEH,CADIL,sedan,230
1093,TRL,NO/TR,trailer,229
1094,TRL,BLAZE,trailer,229
1095,TRL,CRTI,trailer,229
1096,TRL,ESCOR,trailer,229
1097,TRL,GA/MA,trailer,228
1098,VEH,KI/MO,station wagon/sport utility vehicle,227
1100,TRL,KZ,trailer,227
1101,TRL,ANDER,trailer,227
1103,VEH,MITSU,truck,226
1104,TRL,STRAT,trailer,226
1105,TRL,DIVEL,trailer,226
1106,TRL,UTILI,trailer,226
1107,TRL,PEQUE,trailer,226
1108,TRL,ROADM,trailer,225
1109,TRL,PHOEN,trailer,225
1110,TRL,SP/CO,trailer,224
1111,TRL,BIGTE,trailer,224
1112,VEH,VOLKS,van,223
1113,TRL,MASTE,trailer,223
1114,TRL,GDT,trailer,223
1115,VEH,AUTOC,big truck,223
1116,TRL,COYOT,trailer,222
1117,VEH,KYMCO,motorcycle,221
1118,TRL,GULFS,trailer,221
1120,VEH,DODGE,sedan,220
1121,TRL,MSA,trailer,220
1124,TRL,HEAVY,trailer,219
1125,TRL,SPECT,trailer,218
1126,VEH,DODGE,big truck,218
1127,VEH,INTL,big truck,218
1129,VEH,RO/RO,convertible,217
1130,VEH,WESTE,big truck,217
1131,SNOW,ARCTI,snow plow,216
1133,TRL,HARRI,trailer,216
1134,TRL,EZ/HA,trailer,214
1135,TRL,DELTA,trailer,214
1136,VEH,VPG,station wagon/sport utility vehicle,214
1137,TRL,FO/ST,trailer,214
1138,VEH,HD,motorcycle,213
1139,VEH,INTER,snow plow,213
1140,TRL,PALOM,trailer,213
1141,TRL,LOAD,trailer,213
1142,VEH,GU/ST,trailer,213
1143,TRL,MOMEN,trailer,213
1144,TRL,PATRI,trailer,212
1145,VEH,ELDOR,bus,212
1146,VEH,CADIL,limousine,211
1147,TRL,COACH,trailer,211
1148,TRL,ST/LI,trailer,210
1149,TRL,LAUNC,trailer,210
1150,TRL,LI/DU,trailer,209
1151,VEH,HONDA,van,209
1153,TRL,HA/MA,trailer,209
1154,TRL,NORST,trailer,207
1156,VEH,BR/MA,trailer,207
1157,TRL,CO/CA,trailer,206
1158,VEH,ARTIC,multi-wheeled vehicle,206
1159,TRL,HOWE,trailer,206
1160,VEH,MAZDA,sedan,206
1161,VEH,PETER,truck,205
1162,TRL,FI/ST,trailer,204
1163,VEH,KENWO,big truck,204
1164,TRL,WOLVE,trailer,204
1165,TRL,HOLME,trailer,203
1166,VEH,CHEVY,truck,202
1168,TRL,CA/PR,trailer,202
1169,VEH,PONTI,sedan,202
1170,TRL,WA/NA,trailer,201
1171,TRL,PENNS,trailer,201
1172,VEH,BI/DO,motorcycle,201
1174,TRL,CHERO,trailer,200
1175,TRL,COX,trailer,200
1176,TRL,LARK,trailer,200
1178,TRL,MIDAT,trailer,200
1179,TRL,TRAIL,trailer,200
1180,TRL,TSONY,trailer,199
1181,VEH,RAM,trailer,199
1182,VEH,PACKA,sedan,198
1183,TRL,REMEQ,trailer,198
1185,TRL,SKIPP,trailer,198
1186,VEH,GMC,big truck,198
1187,VEH,CA/MA,trailer,197
1188,TRL,PERFO,trailer,197
1190,VEH,GEO,station wagon/sport utility vehicle,197
1191,TRL,CAM,trailer,197
1192,TRL,ALINE,trailer,196
1193,TRL,YAKIM,trailer,196
1194,TRL,PJ/TR,trailer,196
1196,TRL,KIEFE,trailer,195
1197,VEH,DUTCH,trailer,195
1199,VEH,EA/BE,trailer,194
1200,VEH,AM/GE,station wagon/sport utility vehicle,193
1202,TRL,SURET,trailer,192
1203,TRL,HOWE,trailer,191
1204,VEH,GMC,van,191
1205,TRL,ASPEN,trailer,191
1206,TRL,SHADO,trailer,190
1207,TRL,DA/DU,trailer,190
1208,TRL,CUSTO,trailer,190
1209,TRL,AVENG,trailer,190
1210,VEH,HOLID,trailer,190
1211,VEH,FORD,power shovel,190
1212,VEH,TIOGA,trailer,189
1213,TRL,EA/BE,trailer,189
1214,VEH,MI/FU,van,189
1215,TRL,EZ/DU,trailer,189
1216,TRL,TOPBR,trailer,189
1217,VEH,LINCO,convertible,189
1218,VEH,WILLY,truck,188
1219,TRL,MFI,trailer,187
1220,TRL,INNOV,trailer,187
1222,VEH,MACK,lift boom,186
1224,VEH,SYM,motorcycle,186
1225,TRL,TR/CR,trailer,185
1226,VEH,HYUND,power shovel,185
1227,VEH,NOVAB,bus,185
1228,VEH,NE/HO,snow plow,184
1229,TRL,NOMAD,trailer,184
1230,TRL,LELAN,trailer,184
1231,TRL,IT/CA,trailer,184
1232,VEH,JCB,power shovel,184
1234,TRL,GR/DA,trailer,183
1235,TRL,RENEG,trailer,183
1236,TRL,CROSS,trailer,183
1237,TRL,GENER,trailer,183
1239,TRL,SUNDA,trailer,182
1240,TRL,BLAZE,trailer,182
1241,VEH,ME/BE,trailer,182
1243,TRL,SHIPM,trailer,181
1244,TRL,EAGER,trailer,181
1246,TRL,BI/TX,trailer,180
1247,TRL,CONTR,trailer,180
1248,VEH,LAMBO,convertible,180
1249,TRL,BOYER,trailer,180
1250,TRL,KAUFM,trailer,180
1251,VEH,GMC,trailer,180
1252,VEH,LEXUS,sedan,180
1253,VEH,FRUEH,trailer,180
1254,VEH,JEEP,station wagon/sport utility vehicle,179
1255,TRL,UTIL,trailer,179
1259,VEH,MITSU,station wagon/sport utility vehicle,179
1260,TRL,SUPER,trailer,178
1261,TRL,TR/CR,trailer,178
1262,VEH,MCLAR,3-door,178
1263,VEH,LOTUS,convertible,178
1264,VEH,GMC,lift boom,178
1265,TRL,HA/RI,trailer,177
1269,TRL,WANC,trailer,177
1270,TRL,KI/CO,trailer,176
1271,VEH,CHEV,convertible,176
1272,VEH,ME/BE,truck,175
1273,TRL,USCAR,trailer,175
1274,TRL,STARC,trailer,175
1275,VEH,GULFS,trailer,174
1277,TRL,AEROL,trailer,173
1279,TRL,PL/VA,trailer,173
1280,VEH,BETA,motorcycle,172
1281,VEH,ARCTI,multi-wheeled vehicle,172
1282,VEH,OSHKO,big truck,171
1283,TRL,ATC,trailer,171
1284,TRL,HOLSC,trailer,170
1286,TRL,CRONK,trailer,170
1287,VEH,MCLAR,convertible,170
1290,TRL,WORKH,trailer,168
1291,VEH,KI/MO,sedan,168
1292,TRL,LAYTO,trailer,168
1293,TRL,CALKI,trailer,168
1294,TRL,RO/RI,trailer,168
1295,TRL,NO/ST,trailer,168
1297,TRL,LEGEN,trailer,168
1299,TRL,HERIT,trailer,167
1300,TRL,TR/MA,trailer,167
1301,VEH,AUSTI,3-door,167
1303,TRL,WHITE,trailer,165
1304,TRL,ARISI,trailer,165
1306,TRL,LD/RT,trailer,164
1307,VEH,SOUTH,trailer,164
1308,VEH,GEHL,power shovel,164
1309,TRL,SN/BR,trailer,164
1311,TRL,SNOW,trailer,163
1313,TRL,TR/RI,trailer,163
1314,TRL,MIDAT,trailer,163
1315,VEH,GMC,sedan,163
1316,VEH,STUDE,sedan,163
1317,TRL,RAPTO,trailer,162
1318,TRL,TOPBR,trailer,162
1321,VEH,RAM,big truck,162
1322,VEH,MOTOG,motorcycle,162
1323,TRL,ST/AI,trailer,161
1324,VEH,BUICK,sedan,161
1327,VEH,FREEL,trailer,161
1328,TRL,R&R,trailer,161
1329,VEH,FO/RI,trailer,160
1331,TRL,H&S,trailer,160
1333,TRL,H&H,trailer,160
1334,VEH,FREIG,lift boom,159
1335,VEH,VOLKS,truck,159
1336,VEH,TRITO,trailer,159
1338,TRL,VIBE,trailer,159
1339,TRL,SN/PR,trailer,159
1340,VEH,PIERC,fire,159
1341,TRL,POLAR,trailer,159
1342,TRL,CA/EX,trailer,159
1343,TRL,PITTS,trailer,159
1346,TRL,FLEET,trailer,157
1347,TRL,SPART,trailer,157
1348,VEH,VOLVO,big truck,157
1349,TRL,VINTA,trailer,157
1350,TRL,INTEG,trailer,157
1351,VEH,CHALL,trailer,156
1352,VEH,WILLY,convertible,156
1353,TRL,SA/TO,trailer,156
1354,TRL,JBENT,trailer,156
1355,VEH,WE/ST,big truck,156
1356,VEH,VPG,van,156
1358,VEH,PRECE,trailer,155
1359,TRL,SNOWC,trailer,155
1361,VEH,LAMBO,station wagon/sport utility vehicle,154
1362,TRL,NNT,trailer,154
1363,TRL,WILDC,trailer,154
1364,TRL,PJTR,trailer,154
1365,TRL,SH/CR,trailer,153
1366,TRL,SP/CO,trailer,153
1369,TRL,HERIT,trailer,153
1370,VEH,MALLA,trailer,152
1371,VEH,MAGNU,trailer,152
1373,TRL,LIBER,trailer,152
1374,VEH,HOMEM,trailer,152
1375,TRL,SRTC,trailer,152
1376,TRL,HOMEA,trailer,152
1377,VEH,INTER,snow plow,152
1378,TRL,AIRST,trailer,152
1380,TRL,HOOD,trailer,151
1381,TRL,GR/DN,trailer,151
1382,TRL,TA/HA,trailer,151
1384,TRL,FORES,trailer,151
1385,TRL,RAMPA,trailer,151
1386,TRL,HACKN,trailer,150
1387,TRL,LO/MA,trailer,149
1388,VEH,PETER,snow plow,149
1389,VEH,SPRIN,station wagon/sport utility vehicle,149
1390,TRL,WESCO,trailer,149
1391,TRL,MAGNE,trailer,148
1392,VEH,RPS,motorcycle,148
1394,VEH,CUSTO,3-door,148
1395,TRL,BEARC,trailer,147
1396,TRL,MODER,trailer,147
1397,TRL,DANZE,trailer,147
1398,TRL,ST/LI,trailer,147
1399,VEH,CHEVR,van,147
1400,TRL,SE/LI,trailer,147
1401,TRL,JB/EN,trailer,147
1402,VEH,INTL,van,147
1403,TRL,RA/TR,trailer,146
1404,VEH,GENUI,motorcycle,146
1406,VEH,LO/RI,trailer,145
1407,VEH,TEREX,snow plow,145
1409,TRL,VENGE,trailer,145
1410,TRL,CHAPA,trailer,145
1411,TRL,LI/RI,trailer,145
1412,TRL,TIMPT,trailer,144
1414,VEH,BOBCA,power shovel,144
1415,VEH,TOWMA,trailer,144
1418,TRL,SUNNY,trailer,143
1420,VEH,RTS,bus,143
1422,VEH,BI/TE,trailer,142
1423,TRL,STORM,trailer,142
1425,TRL,AS/TR,trailer,142
1426,VEH,MACK,tow truck / wrecker,142
1428,VEH,JAMBO,trailer,142
1430,VEH,MASSI,multi-wheeled vehicle,142
1431,TRL,TN/TR,trailer,142
1432,TRL,LBT,trailer,142
1433,VEH,WE/CA,trailer,142
1434,TRL,SP/CL,trailer,142
1435,TRL,CLASS,trailer,142
1437,TRL,SE/KI,trailer,141
1438,TRL,YACHT,trailer,141
1439,TRL,VIKIN,trailer,141
1440,VEH,MITSU,big truck,141
1441,TRL,ECLIP,trailer,141
1442,TRL,ANVIL,trailer,141
1443,TRL,VIKIN,trailer,141
1444,VEH,CR/CO,trailer,140
1445,TRL,LOE,trailer,140
1446,VEH,AUSTI,convertible,140
1447,TRL,OP/RA,trailer,140
1448,TRL,EQUIP,trailer,140
1449,VEH,TRAIL,trailer,139
1450,VEH,JEEP,convertible,139
1451,TRL,RO/KI,trailer,139
1453,TRL,BL/RO,trailer,139
1454,TRL,AA,trailer,139
1455,TRL,MA/CR,trailer,138
1456,VEH,SU/SE,trailer,138
1457,TRL,ELIMI,trailer,138
1458,VEH,PA/AR,trailer,138
1460,TRL,CE/CR,trailer,138
1461,TRL,FR/SP,trailer,137
1462,TRL,DUTCH,trailer,137
1463,VEH,TAOTA,multi-wheeled vehicle,137
1464,TRL,CHARI,trailer,136
1465,VEH,TOMOS,motorcycle,136
1466,TRL,IN/TR,trailer,135
1467,TRL,EVACO,trailer,135
1468,TRL,EZLOA,trailer,135
1469,VEH,CHAMP,snow plow,135
1471,TRL,GAC,trailer,134
1472,VEH,TRAIL,trailer,134
1473,VEH,CARRY,trailer,134
1474,TRL,TR/LI,trailer,134
1475,TRL,HAUL,trailer,134
1476,VEH,UD,big truck,133
1477,TRL,TR/ST,trailer,133
1478,TRL,LO/TR,trailer,133
1479,TRL,KARVA,trailer,133
1480,TRL,RACEM,trailer,133
1482,VEH,DELOR,3-door,133
1483,TRL,ROCK,trailer,133
1484,VEH,WH/GM,big truck,133
1485,TRL,FO/RI,trailer,132
1486,VEH,INTL,station wagon/sport utility vehicle,132
1487,TRL,RAVEN,trailer,131
1488,VEH,PGO,motorcycle,130
1489,TRL,EC/HA,trailer,130
1490,VEH,WE/ST,big truck,130
1493,VEH,UNITE,trailer,129
1494,TRL,BIGTX,trailer,129
1496,VEH,OSHKO,snow plow,129
1497,TRL,SUNSE,trailer,129
1498,TRL,GR/DE,trailer,129
1499,TRL,CALIC,trailer,129
1500,TRL,TE/BR,trailer,128
1501,TRL,KZ/CO,trailer,128
1502,VEH,ZERO,motorcycle,128
1503,TRL,SKEET,trailer,128
1504,VEH,FREIG,snow plow,128
1505,VEH,FOURW,trailer,128
1506,VEH,JO/DE,power shovel,128
1508,TRL,DISCO,trailer,127
1510,TRL,FU/FI,trailer,127
1512,TRL,IMPAC,trailer,127
1516,TRL,CUSTO,station wagon/sport utility vehicle,126
1518,TRL,ALUMI,trailer,126
1520,TRL,SP/CA,trailer,125
1522,VEH,PONT,3-door,125
1524,VEH,HYOSU,motorcycle,124
1526,VEH,MI/FU,big truck,124
1527,TRL,KAUFM,trailer,124
1528,VEH,QUALI,trailer,124
1530,VEH,INTER,snow plow,123
1531,TRL,SOUTH,trailer,123
1532,VEH,HAMME,multi-wheeled vehicle,123
1533,VEH,NEWMA,trailer,123
1534,TRL,BG/TX,trailer,123
1535,TRL,OCTAN,trailer,123
1537,VEH,ATLAS,trailer,123
1538,TRL,SYLVA,trailer,123
1539,VEH,LEPRE,trailer,122
1542,VEH,ROYAL,motorcycle,122
1543,VEH,BOURG,motorcycle,122
1544,TRL,MTI,trailer,122
1546,TRL,MA/RO,trailer,122
1547,VEH,GE/SC,motorcycle,122
1548,VEH,RO/RO,3-door,121
1550,TRL,DOWN,trailer,121
1551,VEH,MI/BI,station wagon/sport utility vehicle,121
1552,VEH,FR/EL,trailer,121
1553,TRL,LAMAR,trailer,121
1554,TRL,J&J,trailer,121
1555,TRL,PREST,trailer,120
1556,VEH,FORD,fire,120
1557,TRL,ANDER,trailer,120
1558,TRL,MGS,trailer,120
1559,TRL,RO/CL,trailer,119
1560,TRL,HEART,trailer,119
1561,VEH,HINO,big truck,118
1562,TRL,N&N,trailer,118
1563,TRL,EXPRE,trailer,118
1565,TRL,TR/ST,trailer,118
1566,VEH,MICRO,station wagon/sport utility vehicle,117
1567,TRL,FOURW,trailer,117
1569,VEH,AR/CT,multi-wheeled vehicle,117
1570,VEH,OLDS,convertible,117
1572,TRL,DESTI,trailer,116
1574,TRL,SABRE,trailer,116
1576,TRL,LACRO,trailer,116
1578,VEH,KENWO,van,115
1579,TRL,HOLME,trailer,115
1580,TRL,NO/EA,trailer,115
1581,TRL,NTTRL,trailer,115
1583,TRL,LOADM,trailer,115
1584,VEH,CHEV,van,115
1585,TRL,SCARA,trailer,115
1586,TRL,CORNP,trailer,115
1587,VEH,KOMAT,snow plow,115
1588,TRL,DO/LI,trailer,114
1589,TRL,TRITI,trailer,114
1590,TRL,ARONE,trailer,114
1593,VEH,VOLVO,power shovel,114
1594,VEH,TR/KI,trailer,114
1596,VEH,DAIX,motorcycle,113
1597,VEH,NABI,bus,113
1598,TRL,HI/CO,trailer,113
1599,TRL,YONG,trailer,113
1600,TRL,TI/WO,trailer,113
1601,VEH,LINCO,van,112
1602,TRL,EC/TR,trailer,112
1603,VEH,MACK,big truck,112
1604,TRL,PINNA,trailer,112
1605,TRL,ON/FL,trailer,112
1607,TRL,VA/LI,trailer,112
1608,VEH,PJ,trailer,112
1609,TRL,ALLOY,trailer,111
1610,TRL,KAUF,trailer,111
1612,VEH,SUBAR,truck,111
1613,VEH,WE/ST,station wagon/sport utility vehicle,110
1614,TRL,TILMA,trailer,110
1615,VEH,SAUBE,trailer,110
1616,TRL,TITAN,trailer,110
1618,TRL,LAKOT,trailer,110
1619,TRL,CO/AR,trailer,110
1620,VEH,PHAET,trailer,110
1621,TRL,VANGU,trailer,110
1622,TRL,HEAVY,trailer,110
1623,TRL,LOCKE,trailer,110
1625,VEH,DAYBR,trailer,109
1626,TRL,AR/ON,trailer,109
1627,TRL,COMET,trailer,109
1628,TRL,ST/AI,trailer,109
1629,TRL,ALLEG,trailer,109
1630,TRL,JAG,trailer,109
1631,TRL,SUPER,trailer,109
1632,TRL,ERIC,trailer,109
1634,TRL,STARR,trailer,109
1636,VEH,PGO,motorcycle,109
1637,VEH,FLAIR,trailer,109
1639,TRL,DI/WI,trailer,108
1640,TRL,BALKO,trailer,108
1642,VEH,PLYM,3-door,108
1643,VEH,AMERI,sedan,108
1644,TRL,HOOSI,trailer,108
1645,VEH,ALANT,trailer,108
1647,VEH,NOVB,bus,107
1649,VEH,ACE,trailer,107
1650,VEH,FORD,snow plow,107
1651,TRL,AR/IN,trailer,107
1652,TRL,WORKH,trailer,107
1653,TRL,BENDR,trailer,107
1654,VEH,DAMON,trailer,107
1656,TRL,GLAST,trailer,106
1657,TRL,CA/PR,trailer,106
1659,TRL,THULE,trailer,106
1660,TRL,WILSO,trailer,106
1661,VEH,STUDE,truck,106
1664,TRL,MOUNT,trailer,105
1665,TRL,AERO,trailer,105
1666,VEH,AMERI,motorcycle,105
1667,TRL,FONTA,trailer,105
1670,VEH,INTER,lift boom,104
1671,TRL,EZDUM,trailer,104
1672,VEH,MI/FU,station wagon/sport utility vehicle,104
1673,VEH,WINN,trailer,104
1674,TRL,GRTDN,trailer,104
1675,TRL,LO/RT,trailer,104
1676,TRL,SKEET,trailer,104
1678,VEH,DONGF,motorcycle,104
1679,VEH,CONQU,trailer,104
1681,VEH,CITRO,sedan,103
1682,TRL,APEX,trailer,103
1684,TRL,GOLDE,trailer,103
1687,TRL,SCAMP,trailer,103
1688,TRL,BRAY,trailer,103
1689,VEH,TOYOT,trailer,103
1690,TRL,DYNAW,trailer,103
1691,TRL,BI/TE,station wagon/sport utility vehicle,103
1692,TRL,P&T,trailer,102
1693,TRL,MUSTA,trailer,102
1695,TRL,XLR,trailer,102
1696,TRL,HUMMI,trailer,102
1697,VEH,HUSQV,multi-wheeled vehicle,102
1698,TRL,MA/MA,trailer,102
1699,VEH,MGA,convertible,102
1702,TRL,MOODY,trailer,101
1703,TRL,CARR,trailer,101
1704,VEH,KARAV,trailer,101
1705,TRL,WITZC,trailer,101
1706,TRL,MAGI,trailer,101
1707,TRL,CRUIS,trailer,101
1709,VEH,IC,station wagon/sport utility vehicle,101
1710,TRL,NOMAN,trailer,101
1711,TRL,ROCKS,trailer,101
1712,VEH,EAGLE,3-door,101
1713,VEH,BROCK,big truck,100
1714,VEH,LIEBH,lift boom,100
1715,TRL,HUDSO,big truck,100
1716,TRL,BUTLE,trailer,100
1717,VEH,LA/RO,3-door,100
1718,VEH,VOLVO,big truck,100
1721,VEH,PETER,lift boom,100
1722,TRL,PROLI,trailer,100
1723,VEH,ZHNG,motorcycle,100
1725,VEH,AIRST,trailer,100
1726,TRL,IN/SP,trailer,100
1727,VEH,BL/BD,bus,100
1728,VEH,GMC,3-door,100
1729,TRL,NORDI,trailer,100
1730,TRL,TR/CR,trailer,99
1731,TRL,VENT,trailer,99
1732,TRL,PREST,trailer,99
1733,TRL,MO/IN,trailer,99
1734,VEH,VOLVO,station wagon/sport utility vehicle,99
1735,TRL,SRTRC,trailer,99
1736,TRL,HARRI,trailer,99
1737,VEH,TAOTA,motorcycle,99
1738,VEH,PORSC,sedan,99
1739,TRL,SU/TR,big truck,99
1740,TRL,TEXAS,trailer,99
1741,VEH,LO/RI,trailer,99
1742,TRL,FRUE,trailer,99
1743,VEH,INTER,3-door,98
1744,TRL,TITAN,trailer,98
1745,TRL,ALINE,trailer,98
1746,VEH,VPG,sedan,98
1747,TRL,NUWAY,trailer,98
1748,TRL,STOCK,trailer,98
1749,TRL,HOMAD,trailer,98
1750,VEH,SPART,fire,98
1752,TRL,MAC,trailer,98
1753,TRL,REELS,trailer,98
1754,VEH,FORD,lift boom,98
1756,VEH,CASE,tractor,98
1757,TRL,GENES,trailer,98
1758,TRL,GDAN,trailer,98
1760,TRL,ARNDT,trailer,97
1761,TRL,FUZIO,trailer,97
1762,VEH,ZHNG,motorcycle,97
1763,VEH,PLYMO,sedan,97
1764,TRL,VERSA,trailer,97
1765,VEH,VANHO,bus,97
1767,VEH,CHRYS,sedan,97
1768,TRL,STECO,trailer,97
1769,TRL,TRIAD,trailer,97
1771,TRL,BUSHT,trailer,96
1773,VEH,YAMA,motorcycle,96
1775,TRL,JAYCO,trailer,96
1776,TRL,BENLE,trailer,96
1778,VEH,UTILI,trailer,95
1779,VEH,INTER,tractor,95
1780,TRL,PALOM,trailer,95
1783,VEH,POLA,multi-wheeled vehicle,95
1784,TRL,OTHER,trailer,95
1785,TRL,PONDE,trailer,95
1786,TRL,KI/AM,trailer,95
1787,TRL,ALCOM,trailer,95
1788,TRL,LANDO,trailer,95
1789,TRL,HAULR,trailer,94
1790,VEH,AM/TR,bus,94
1791,TRL,JDJ,trailer,94
1793,VEH,JOHND,power shovel,94
1794,VEH,FORD,van,94
1795,TRL,SN/HA,trailer,94
1796,VEH,OLDSM,sedan,94
1797,VEH,GROVE,lift boom,94
1798,VEH,MOFFE,truck,94
1799,TRL,IMPER,trailer,94
1800,TRL,TR/RI,trailer,94
1801,TRL,WH/RE,trailer,94
1803,VEH,INFIN,sedan,94
1804,VEH,ADVAN,snow plow,94
1806,TRL,BEAR,trailer,93
1807,TRL,HOME,trailer,93
1808,TRL,C&C,trailer,93
1809,TRL,JAMCO,trailer,93
1810,TRL,QUAL,trailer,93
1811,TRL,SUNLI,trailer,93
1812,VEH,SHAST,trailer,93
1813,VEH,MGB,3-door,93
1816,VEH,MACK,van,93
1818,VEH,INTER,snow plow,92
1820,VEH,RAM,truck,92
1821,VEH,JO/DE,snow plow,92
1823,TRL,FREED,trailer,92
1824,TRL,STARL,big truck,92
1825,VEH,CHEVR,van,92
1826,TRL,TAILW,trailer,92
1827,TRL,TO/MA,trailer,92
1828,TRL,MALIB,trailer,92
1829,TRL,TE/BR,trailer,92
1830,VEH,WE/ST,big truck,92
1831,TRL,PU/TO,trailer,92
1832,VEH,RYENF,motorcycle,92
1833,VEH,PETER,big truck,92
