,Record Type,Make,Body Type,Registration Class
21974,TRL,EVELA,trailer,1
21975,VEH,FAIRL,sedan,1
21976,TRL,KARL,trailer,1
21977,VEH,WHI,big truck,1
21979,VEH,AMERI,trailer,1
21980,TRL,AL/US,trailer,1
21981,TRL,CROOS,trailer,1
21982,VEH,LI/SE,motorcycle,1
21983,TRL,EZHAL,trailer,1
21984,VEH,BEETL,convertible,1
21985,VEH,EIGIN,snow plow,1
21987,TRL,RERI,trailer,1
21988,TRL,ROWD,trailer,1
21989,VEH,ROBIN,trailer,1
21990,TRL,CROS,trailer,1
21991,TRL,VIBEE,trailer,1
21992,TRL,ARRO,trailer,1
21994,TRL,CEDCR,trailer,1
21995,TRL,EASCO,trailer,1
21996,TRL,LOAK,trailer,1
21997,VEH,PITMA,lift boom,1
21998,VEH,GA/TI,trailer,1
22000,TRL,NORIC,trailer,1
22001,TRL,DB,trailer,1
22002,VEH,OL/RE,trailer,1
22007,TRL,EZ/CR,trailer,1
22008,TRL,PASP,trailer,1
22009,TRL,UTLII,trailer,1
22010,TRL,BR/NA,big truck,1
22012,TRL,MORR,trailer,1
22013,VEH,LINKV,lift boom,1
22014,TRL,SCT,trailer,1
22015,TRL,FUZIO,trailer,1
22017,VEH,PROAI,trailer,1
22018,VEH,HINOD,big truck,1
22020,TRL,ADAMS,station wagon/sport utility vehicle,1
22022,TRL,AMRC,trailer,1
22023,TRL,NE/GE,trailer,1
22024,VEH,HMPK,station wagon/sport utility vehicle,1
22025,VEH,FLAND,convertible,1
22026,TRL,TUGGE,trailer,1
22027,TRL,MA/CA,station wagon/sport utility vehicle,1
22029,TRL,WIBH,trailer,1
22030,VEH,FA/RI,trailer,1
22031,VEH,INERT,snow plow,1
22032,VEH,HO/PO,station wagon/sport utility vehicle,1
22033,TRL,REMEE,trailer,1
22034,TRL,WARIO,trailer,1
22035,TRL,HARA,trailer,1
22037,TRL,BG/TG,trailer,1
22038,TRL,VENTO,trailer,1
22040,TRL,TAGA,trailer,1
22041,VEH,TR/MT,snow plow,1
22042,VEH,BECK,fire,1
22043,TRL,SLED,trailer,1
22044,VEH,AMERC,motorcycle,1
22045,VEH,CRCTY,trailer,1
22047,TRL,MUST,trailer,1
22048,TRL,SMP,trailer,1
22049,TRL,VANT,trailer,1
22050,VEH,FRIEG,bus,1
22052,VEH,WACKE,trailer,1
22053,TRL,FRUCH,trailer,1
22054,VEH,GREYN,trailer,1
22055,TRL,EXERE,trailer,1
22057,TRL,STANL,trailer,1
22058,TRL,CZ/EN,trailer,1
22063,TRL,HICO,trailer,1
22065,VEH,HUMME,bus,1
22067,TRL,CH/KO,trailer,1
22068,TRL,BOMB,trailer,1
22069,TRL,HOEW,trailer,1
22070,TRL,HY/DR,trailer,1
22071,VEH,BENZH,motorcycle,1
22072,VEH,LAYMO,snow plow,1
22074,VEH,JO/DE,unknown,1
22075,TRL,EAZB,trailer,1
22076,VEH,HA/DA,sedan,1
22077,TRL,STL,trailer,1
22078,VEH,HAMAH,motorcycle,1
22080,TRL,CRVLP,trailer,1
22081,VEH,ME/VE,sedan,1
22082,TRL,TRUTO,trailer,1
22083,VEH,KAWKA,motorcycle,1
22084,TRL,BW,trailer,1
22086,TRL,JDHTR,trailer,1
22087,VEH,DO/FG,motorcycle,1
22088,TRL,SC/SE,trailer,1
22089,VEH,SCG,convertible,1
22090,TRL,LO/CA,station wagon/sport utility vehicle,1
22091,TRL,BEST,trailer,1
22092,TRL,TITAN,trailer,1
22093,TRL,LARGO,trailer,1
22094,TRL,SIDUM,trailer,1
22095,TRL,FSTL,trailer,1
22096,TRL,EL/EX,trailer,1
22098,VEH,TOTOA,station wagon/sport utility vehicle,1
22099,TRL,SI/FO,trailer,1
22100,TRL,TILTB,trailer,1
22105,VEH,REX,tractor,1
22106,VEH,TENNA,big truck,1
22107,VEH,THR,trailer,1
22110,TRL,TARA,trailer,1
22111,VEH,BAKER,trailer,1
22112,TRL,BEAIR,trailer,1
22113,VEH,STER,tow truck / wrecker,1
22114,TRL,NO/TI,trailer,1
22115,VEH,AQ/CH,tractor,1
22116,VEH,DI/RU,multi-wheeled vehicle,1
22117,VEH,BAYPO,trailer,1
22118,TRL,BEITE,trailer,1
22119,VEH,TR/CU,trailer,1
22120,TRL,DAVE,trailer,1
22121,VEH,EAGER,snow plow,1
22122,TRL,ROO,trailer,1
22123,TRL,REFL,trailer,1
22125,TRL,BLISS,trailer,1
22127,VEH,PEQUA,trailer,1
22128,TRL,HOEST,trailer,1
22129,TRL,EZTL,trailer,1
22130,VEH,GY,station wagon/sport utility vehicle,1
22131,VEH,EGLIN,snow plow,1
22132,TRL,BELL,trailer,1
22133,VEH,MITSU,trailer,1
22135,TRL,PEGAS,trailer,1
22137,VEH,HYUND,lift boom,1
22138,VEH,ULTIL,van,1
22139,TRL,AQUAL,trailer,1
22141,VEH,WS/TR,big truck,1
22143,TRL,COBEY,trailer,1
22144,VEH,FTEN,trailer,1
22145,TRL,KI/DO,trailer,1
22146,VEH,FRTH,truck,1
22147,VEH,TAGAL,big truck,1
22148,VEH,JUGU,sedan,1
22149,TRL,BYSON,trailer,1
22150,TRL,SN/PA,trailer,1
22151,TRL,PION,trailer,1
22152,VEH,FEEIG,station wagon/sport utility vehicle,1
22153,TRL,WI/LA,trailer,1
22154,TRL,ROADW,trailer,1
22155,TRL,LIVES,trailer,1
22156,TRL,GALEB,trailer,1
22157,TRL,DY/WE,trailer,1
22158,VEH,FOUR,station wagon/sport utility vehicle,1
22159,TRL,GL/ON,trailer,1
22160,TRL,IRWC,trailer,1
22161,VEH,ORKHO,van,1
22162,VEH,JAYC,trailer,1
22163,TRL,TPWMA,trailer,1
22164,VEH,LDRIT,trailer,1
22165,TRL,HAULI,multi-wheeled vehicle,1
22166,VEH,OPEL,convertible,1
22168,VEH,AP/EX,trailer,1
22169,VEH,WGM,truck,1
22170,VEH,AM/BE,truck,1
22171,VEH,PIERS,motorcycle,1
22173,TRL,EABAS,trailer,1
22174,TRL,WL/FA,trailer,1
22175,TRL,WIL,trailer,1
22176,TRL,PPLU,trailer,1
22177,VEH,JOHNS,convertible,1
22179,VEH,CHEBR,station wagon/sport utility vehicle,1
22180,VEH,INFIN,motorcycle,1
22181,VEH,KASWS,motorcycle,1
22182,TRL,MA/LO,trailer,1
22184,TRL,BRUTO,trailer,1
22186,TRL,SSP,trailer,1
22187,VEH,RENA,sedan,1
22190,TRL,CHEVO,trailer,1
22192,VEH,UT/TR,trailer,1
22194,VEH,ATM,tow truck / wrecker,1
22195,TRL,DAVI,trailer,1
22196,TRL,ALMIT,trailer,1
22197,VEH,BRT,motorcycle,1
22198,VEH,LORAL,tractor,1
22199,TRL,WALLA,trailer,1
22200,VEH,AMEG,motorcycle,1
22201,TRL,LS/TR,trailer,1
22203,TRL,STRC,trailer,1
22204,VEH,PROWL,truck,1
22205,VEH,VWSPA,motorcycle,1
22207,VEH,ATHEY,power shovel,1
22208,VEH,PATCH,trailer,1
22209,VEH,SE/CO,trailer,1
22210,VEH,PONTI,station wagon/sport utility vehicle,1
22211,TRL,VANET,trailer,1
22212,TRL,TOURA,trailer,1
22213,TRL,FO/RV,trailer,1
22214,TRL,WITCC,trailer,1
22215,TRL,TR/LI,trailer,1
22217,TRL,LARKI,trailer,1
22218,TRL,BLCKR,trailer,1
22219,TRL,RUDD,trailer,1
22220,TRL,FL/FO,trailer,1
22221,TRL,WH/MA,trailer,1
22222,VEH,ALLIA,snow plow,1
22223,VEH,SKYWA,trailer,1
22224,VEH,HINO,lift boom,1
22225,TRL,ROOSI,trailer,1
22227,TRL,KEYO,trailer,1
22231,VEH,HAYO,multi-wheeled vehicle,1
22232,VEH,DBLDP,trailer,1
22234,VEH,HYUND,van,1
22235,TRL,FVAV,trailer,1
22236,TRL,LV/LT,trailer,1
22237,VEH,SILVE,truck,1
22238,VEH,ISAT,trailer,1
22239,TRL,HFTR,trailer,1
22240,TRL,AP/EX,trailer,1
22241,VEH,MI/CR,trailer,1
22243,TRL,RAPTR,trailer,1
22244,TRL,CR/MA,trailer,1
22245,TRL,TRCKE,trailer,1
22247,TRL,ELMI,trailer,1
22248,TRL,EXIST,trailer,1
22249,TRL,OSHK,trailer,1
22250,TRL,HILLB,trailer,1
22252,VEH,WBNA,trailer,1
22253,VEH,VE/LE,trailer,1
22254,VEH,FE/FL,bus,1
22255,TRL,HOLD,trailer,1
22256,VEH,GILLG,bus,1
22257,VEH,MARCU,sedan,1
22258,VEH,AH/FO,fire,1
22260,TRL,WILIN,trailer,1
22261,TRL,DOON,big truck,1
22262,TRL,HOOSL,trailer,1
22263,TRL,BELS,big truck,1
22266,TRL,BELER,trailer,1
22267,VEH,HOMDA,multi-wheeled vehicle,1
22270,TRL,SH/CA,trailer,1
22272,TRL,CNTRL,trailer,1
22273,TRL,CO/RI,trailer,1
22274,VEH,WK/HO,van,1
22275,TRL,NEVIL,trailer,1
22276,TRL,DANDY,big truck,1
22277,VEH,GMC,van,1
22278,VEH,TRUMA,motorcycle,1
22279,TRL,WEHAU,trailer,1
22280,TRL,SW/ST,trailer,1
22281,TRL,ALLIM,trailer,1
22282,TRL,FR/WS,trailer,1
22283,VEH,CAYMA,trailer,1
22284,TRL,TB/EN,trailer,1
22285,TRL,RIBLI,trailer,1
22286,TRL,CHALL,station wagon/sport utility vehicle,1
22287,VEH,LARRA,big truck,1
22288,TRL,DURGG,trailer,1
22289,TRL,BEAGE,trailer,1
22291,TRL,IDEA,trailer,1
22292,VEH,IZUSU,station wagon/sport utility vehicle,1
22293,VEH,HOHDA,motorcycle,1
22295,TRL,AM/TO,trailer,1
22297,VEH,AMIRI,motorcycle,1
22299,VEH,NA/SI,trailer,1
22300,VEH,UNICA,truck,1
22301,TRL,TR/AI,trailer,1
22302,TRL,FONI,trailer,1
22303,VEH,CABRI,trailer,1
22304,TRL,ARTIS,trailer,1
22305,VEH,RECRE,trailer,1
22306,VEH,HILD,trailer,1
22307,TRL,GRAVE,trailer,1
22308,TRL,LG/TR,trailer,1
22310,TRL,SNWC,trailer,1
22311,TRL,HOOSC,trailer,1
22312,TRL,HOMEM,sedan,1
22314,TRL,CANTE,trailer,1
22315,TRL,WOODL,trailer,1
22316,VEH,REO,lift boom,1
22317,TRL,CO/ST,trailer,1
22319,TRL,PRING,trailer,1
22320,TRL,INNAV,trailer,1
22321,TRL,RAGLA,trailer,1
22323,TRL,NO/TR,trailer,1
22324,TRL,ESSCO,trailer,1
22325,VEH,EA/IN,trailer,1
22326,VEH,HONDA,snow plow,1
22327,TRL,VANTA,trailer,1
22328,TRL,UN/FA,trailer,1
22330,VEH,TOYHO,station wagon/sport utility vehicle,1
22331,VEH,BE/BU,big truck,1
22333,VEH,PEACE,multi-wheeled vehicle,1
22335,VEH,RL/RO,sedan,1
22336,TRL,TOEBL,trailer,1
22337,TRL,KALAV,trailer,1
22338,TRL,YAHTC,trailer,1
22339,TRL,MC,trailer,1
22340,TRL,EXCOT,trailer,1
22342,TRL,MUDSL,trailer,1
22343,VEH,VORD,truck,1
22344,TRL,ALFAD,trailer,1
22345,VEH,LANRO,sedan,1
22347,TRL,BL/JX,trailer,1
22348,TRL,SRV,trailer,1
22349,TRL,YAUCH,trailer,1
22350,TRL,FUMA,trailer,1
22351,TRL,HIGHW,unknown,1
22352,VEH,MARMO,big truck,1
22353,TRL,CHLT,trailer,1
22354,TRL,WACO,trailer,1
22355,VEH,AMEN,motorcycle,1
22359,TRL,CHW,trailer,1
22360,TRL,REMOL,trailer,1
22361,VEH,ACG,3-door,1
22364,TRL,HUMM,trailer,1
22365,TRL,NV/AE,trailer,1
22366,TRL,DEJAN,trailer,1
22368,TRL,TR/IN,big truck,1
22369,TRL,BLKE,trailer,1
22370,TRL,HAUFM,trailer,1
22371,TRL,RANH,trailer,1
22374,VEH,ADVEN,multi-wheeled vehicle,1
22376,VEH,MONGO,trailer,1
22378,TRL,ABI,trailer,1
22379,TRL,PENCO,big truck,1
22381,VEH,AC,snow plow,1
22382,VEH,PROGR,trailer,1
22383,VEH,NORTI,motorcycle,1
22386,VEH,CUSHM,big truck,1
22387,TRL,PA/HA,trailer,1
22389,TRL,BLZD,trailer,1
22390,VEH,TRECK,trailer,1
22391,TRL,RD/HK,trailer,1
22392,TRL,MOTI,trailer,1
22393,TRL,SN/ST,trailer,1
22395,VEH,ALPHA,station wagon/sport utility vehicle,1
22397,TRL,BALLE,trailer,1
22398,TRL,BEWIS,trailer,1
22400,TRL,CANOE,unknown,1
22401,VEH,CRAFC,big truck,1
22403,TRL,TIMTE,trailer,1
22404,TRL,LYACH,trailer,1
22405,TRL,BK,trailer,1
22406,TRL,LOAM,trailer,1
22407,TRL,CCTY,trailer,1
22408,TRL,CARPR,trailer,1
22409,TRL,VI/LN,trailer,1
22412,TRL,WN/WI,trailer,1
22413,TRL,RANCH,trailer,1
22414,TRL,JE/FE,trailer,1
22415,VEH,SKL,big truck,1
22416,VEH,CADL,convertible,1
22417,TRL,VILA,trailer,1
22418,VEH,TO/MA,trailer,1
22419,TRL,WARD,trailer,1
22421,TRL,S&L,trailer,1
22422,TRL,EAGLW,trailer,1
22423,VEH,KI/MI,snow plow,1
22424,VEH,WINEE,trailer,1
22425,TRL,BROVO,trailer,1
22426,VEH,ISETT,sedan,1
22427,TRL,MIRIT,trailer,1
22428,VEH,DI/BA,big truck,1
22430,TRL,DOOLI,van,1
22432,VEH,REFG,van,1
22433,TRL,GATM,trailer,1
22434,TRL,TRKR,trailer,1
22435,VEH,DE/LO,sedan,1
22436,VEH,PEUEO,sedan,1
22437,VEH,EVA,sedan,1
22438,TRL,GST,trailer,1
22439,TRL,SHELT,trailer,1
22441,TRL,BSHT,trailer,1
22443,TRL,BA/BO,trailer,1
22444,VEH,WE/SR,tractor,1
22445,VEH,FABRI,trailer,1
22446,VEH,JZRC,motorcycle,1
22449,TRL,WI/SC,trailer,1
22450,TRL,DU/MA,big truck,1
22451,TRL,VIVA,trailer,1
22453,TRL,FOUR,trailer,1
22454,VEH,COACH,big truck,1
22455,TRL,HA/BL,trailer,1
22456,VEH,EDSEL,sedan,1
22457,VEH,JACOB,snow plow,1
22458,TRL,PE/LT,trailer,1
22461,TRL,MO/IN,big truck,1
22463,TRL,SBR,trailer,1
22465,TRL,TR/WI,station wagon/sport utility vehicle,1
22468,VEH,ROSCO,trailer,1
22470,TRL,MAGE,trailer,1
22471,TRL,SUNT,trailer,1
22472,VEH,USPE,trailer,1
22473,TRL,PROC,trailer,1
22475,VEH,CU/OR,motorcycle,1
22476,VEH,ELDOR,convertible,1
22477,TRL,SET,trailer,1
22479,VEH,DRIFT,trailer,1
22480,TRL,AYC,trailer,1
22483,VEH,TORO,lift boom,1
22484,VEH,STER,van,1
22485,TRL,KAYL,trailer,1
22486,TRL,MMTC,trailer,1
22488,VEH,LOCOM,station wagon/sport utility vehicle,1
22489,TRL,JJNE,trailer,1
22490,TRL,FVWC,trailer,1
22491,VEH,FROD,bus,1
22492,TRL,LEE,big truck,1
22493,TRL,DONA,trailer,1
22494,VEH,FLHRI,motorcycle,1
22495,TRL,DUSTE,trailer,1
22496,TRL,CHAM,trailer,1
22499,TRL,FER,trailer,1
22500,VEH,FO/WI,trailer,1
22501,VEH,FRE,tractor,1
22502,TRL,FVCG,trailer,1
22503,VEH,KOVAT,big truck,1
22504,VEH,CALIV,power shovel,1
22506,VEH,SCACR,station wagon/sport utility vehicle,1
22507,TRL,BA/TE,trailer,1
22508,VEH,AU,truck,1
22511,TRL,SHWST,trailer,1
22512,TRL,FON,big truck,1
22513,VEH,BLUI,bus,1
22514,TRL,KARTO,trailer,1
22517,TRL,MHEB,trailer,1
22518,TRL,ETNYR,snow plow,1
22519,VEH,TOYOT,tractor,1
22520,TRL,DANZ,trailer,1
22521,TRL,FELL,trailer,1
22523,TRL,ALLST,station wagon/sport utility vehicle,1
22525,TRL,WE/FA,station wagon/sport utility vehicle,1
22526,VEH,PEER,3-door,1
22527,TRL,HAMIL,trailer,1
22528,VEH,SID,trailer,1
22529,VEH,KIMCO,motorcycle,1
22530,VEH,IHC,3-door,1
22531,TRL,SH/BR,trailer,1
22532,TRL,GOLDE,trailer,1
22533,VEH,ALFA,sedan,1
22534,TRL,CHYU,trailer,1
22537,TRL,TWMR,trailer,1
22538,VEH,PETE,tow truck / wrecker,1
22539,TRL,DOONA,trailer,1
22540,TRL,SEEAL,trailer,1
22541,VEH,TAIZC,motorcycle,1
22542,VEH,EXPRE,trailer,1
22543,TRL,SH/ME,trailer,1
22544,VEH,CHEV,big truck,1
22545,VEH,REBE,3-door,1
22547,TRL,BART,trailer,1
22548,TRL,NEHAU,trailer,1
22549,TRL,LO/RU,trailer,1
22550,TRL,SUZUK,trailer,1
22551,TRL,MUDHN,trailer,1
22553,VEH,CHEVE,trailer,1
22554,TRL,EA/TE,station wagon/sport utility vehicle,1
22556,VEH,ROADH,trailer,1
22557,TRL,COAC,trailer,1
22564,VEH,NE/HA,snow plow,1
22566,VEH,PACK,tractor,1
22567,TRL,VONTU,trailer,1
22568,VEH,JCB,station wagon/sport utility vehicle,1
22572,VEH,SEGRA,fire,1
22573,TRL,STNG,trailer,1
22574,VEH,MATRI,motorcycle,1
22575,TRL,BIXTE,trailer,1
22576,TRL,GOTAL,trailer,1
22578,TRL,TOWNM,big truck,1
22579,VEH,ADMI,trailer,1
22580,TRL,STEPH,trailer,1
22581,TRL,DATSU,trailer,1
22582,TRL,C&C,trailer,1
22583,TRL,KZ/LO,trailer,1
22584,TRL,YODER,trailer,1
22585,VEH,SZUKI,motorcycle,1
22586,TRL,YOUG,trailer,1
22587,TRL,YONGH,trailer,1
22588,TRL,D&P,trailer,1
22589,VEH,BBTRL,trailer,1
22590,VEH,TOTOY,sedan,1
22591,VEH,FEELA,trailer,1
22592,VEH,STEM,big truck,1
22593,TRL,SAVOY,trailer,1
22594,TRL,TR/IT,trailer,1
22595,VEH,TAWAI,motorcycle,1
22597,VEH,KI/IN,trailer,1
22599,VEH,MONAS,trailer,1
22600,TRL,ALTG,trailer,1
22601,TRL,ITD,trailer,1
22602,TRL,LO/LO,trailer,1
22603,VEH,WHITT,tractor,1
22604,TRL,OKT,trailer,1
22605,VEH,BA/HO,power shovel,1
22607,VEH,TAIZH,multi-wheeled vehicle,1
22608,VEH,GALIO,station wagon/sport utility vehicle,1
22609,TRL,HIKER,trailer,1
22611,VEH,TANS,station wagon/sport utility vehicle,1
22612,TRL,L&SLI,big truck,1
22613,VEH,PEMB,trailer,1
22614,TRL,DO/CA,trailer,1
22615,TRL,TOPN,trailer,1
22616,TRL,TNTL,trailer,1
22617,VEH,WINNE,sedan,1
22618,TRL,SIXWH,station wagon/sport utility vehicle,1
22619,TRL,BECK,trailer,1
22620,TRL,SLGSH,trailer,1
22623,VEH,FREI,lift boom,1
22624,VEH,TR/PA,snow plow,1
22625,TRL,AUTOC,trailer,1
22626,TRL,LTCHI,trailer,1
22627,TRL,AFRIS,trailer,1
22629,TRL,NE/MA,trailer,1
22630,TRL,LEISU,trailer,1
22631,TRL,EA/RI,trailer,1
22632,VEH,VICKE,station wagon/sport utility vehicle,1
22633,TRL,TAILS,trailer,1
22635,TRL,ROADH,trailer,1
22637,TRL,SERIE,trailer,1
22638,VEH,BOBOC,truck,1
22639,TRL,LAMB,trailer,1
22640,TRL,AN/VI,trailer,1
22641,VEH,GE/EN,trailer,1
22642,VEH,APACH,big truck,1
22643,VEH,AMB,motorcycle,1
22644,TRL,CARRO,big truck,1
22645,TRL,ODELL,station wagon/sport utility vehicle,1
22646,TRL,FLORI,trailer,1
22648,VEH,KEM,fire,1
22649,VEH,COMME,van,1
22650,VEH,PACER,station wagon/sport utility vehicle,1
22651,TRL,BMMM,trailer,1
22652,VEH,CA/EX,station wagon/sport utility vehicle,1
22653,TRL,KIA,trailer,1
22654,TRL,IRDO,trailer,1
22657,TRL,E&J,trailer,1
22658,TRL,LE/BI,station wagon/sport utility vehicle,1
22659,TRL,ERB,trailer,1
22661,TRL,KROHN,trailer,1
22663,VEH,IMTER,station wagon/sport utility vehicle,1
22664,TRL,RICKS,trailer,1
22666,TRL,ALF,trailer,1
22668,TRL,NI/LI,trailer,1
22670,TRL,TS/TR,trailer,1
22671,VEH,MASS,multi-wheeled vehicle,1
22672,TRL,BSTR,trailer,1
22674,TRL,RECUS,trailer,1
22675,TRL,ITS,trailer,1
22676,VEH,UMC,truck,1
22677,TRL,SGREE,station wagon/sport utility vehicle,1
22678,VEH,RAMB,station wagon/sport utility vehicle,1
22679,VEH,SOFT,motorcycle,1
22681,TRL,KINCA,trailer,1
22682,VEH,THOMC,trailer,1
22683,VEH,BE/BE,bus,1
22685,TRL,RJ,trailer,1
22686,VEH,GRAHM,sedan,1
22687,TRL,UT,trailer,1
22688,VEH,LIEHB,lift boom,1
22689,VEH,LEGEN,tractor,1
22690,VEH,ALVIS,sedan,1
22692,VEH,THMAS,bus,1
22693,TRL,BD,trailer,1
22694,VEH,BIGF,trailer,1
22696,TRL,VAKIM,trailer,1
22698,VEH,WGM,big truck,1
22700,TRL,TRAN,trailer,1
22701,TRL,EZDU,trailer,1
22702,VEH,KMTED,trailer,1
22703,VEH,UN/AL,trailer,1
22704,TRL,BS,trailer,1
22705,TRL,DITW,trailer,1
22706,VEH,VOLK,trailer,1
22707,TRL,LINCO,trailer,1
22708,TRL,WECO,trailer,1
22709,VEH,FVPR,trailer,1
22710,VEH,PE/BU,station wagon/sport utility vehicle,1
22711,TRL,HATC,trailer,1
22712,TRL,STEEL,trailer,1
22713,TRL,SA/TR,station wagon/sport utility vehicle,1
22714,TRL,SWART,trailer,1
22715,TRL,LEADR,trailer,1
22717,TRL,AUTOP,trailer,1
22718,TRL,KARIA,trailer,1
22719,VEH,WINTR,trailer,1
22720,TRL,OVERL,trailer,1
22721,TRL,BIIZZ,trailer,1
22723,TRL,MACWE,station wagon/sport utility vehicle,1
22724,TRL,KD,trailer,1
22725,TRL,JAYCC,trailer,1
22726,VEH,JENS,convertible,1
22727,VEH,DAN,station wagon/sport utility vehicle,1
22729,VEH,VENUT,trailer,1
22730,VEH,MIFU,station wagon/sport utility vehicle,1
22731,TRL,FO/LI,trailer,1
22733,VEH,SPEC,sedan,1
22735,VEH,STEAR,convertible,1
22736,TRL,WIECK,trailer,1
22738,TRL,COCKE,trailer,1
22739,TRL,LIGTN,trailer,1
22741,TRL,MOIRI,trailer,1
22742,VEH,NEHO,station wagon/sport utility vehicle,1
22743,TRL,ELCO,trailer,1
22744,TRL,PLY,trailer,1
22746,TRL,RENNE,trailer,1
22747,VEH,HOMET,bus,1
22749,VEH,BEUTH,tractor,1
22751,TRL,DI/G,trailer,1
22752,TRL,ROYCO,trailer,1
22753,TRL,AZTX,trailer,1
22755,TRL,BI/T,trailer,1
22756,VEH,TANK,big truck,1
22757,TRL,CHERK,trailer,1
22758,TRL,ZOOK,trailer,1
22759,VEH,BT/CR,trailer,1
22761,VEH,WINNB,trailer,1
22762,TRL,CS/ON,trailer,1
22763,TRL,TEXT,trailer,1
22764,VEH,PONDE,trailer,1
22765,VEH,REC,tractor,1
22767,TRL,STOW,big truck,1
22769,TRL,CAMP,trailer,1
22770,VEH,PTRBD,big truck,1
22771,VEH,PONIT,sedan,1
22772,TRL,FLAT,trailer,1
22773,VEH,FLT,big truck,1
22774,TRL,FEELI,trailer,1
22776,VEH,TA/TR,trailer,1
22777,TRL,TUNDR,trailer,1
22778,TRL,JMHM,trailer,1
22779,TRL,EZ/LP,trailer,1
22780,TRL,CSST,trailer,1
22781,TRL,MOLET,trailer,1
22782,TRL,CO/AT,trailer,1
22783,VEH,VESPO,motorcycle,1
22784,TRL,RK/WD,trailer,1
22785,TRL,HERT,trailer,1
22786,TRL,TR/QY,trailer,1
22787,TRL,ASN,trailer,1
22788,TRL,MCCL,trailer,1
22789,VEH,VOKS,3-door,1
22791,TRL,SU/GO,station wagon/sport utility vehicle,1
22792,TRL,BANDS,trailer,1
22793,VEH,MGTD,sedan,1
22794,TRL,GRDNS,trailer,1
22795,TRL,LARED,trailer,1
22796,TRL,CONTG,trailer,1
22797,VEH,SILVE,trailer,1
22799,TRL,SKI,trailer,1
22800,VEH,FORR,big truck,1
22801,SNOW,AF/CA,snow plow,1
22802,VEH,EASTF,trailer,1
22804,TRL,BEATC,trailer,1
22805,SNOW,POLAA,snow plow,1
22806,VEH,CU/BU,convertible,1
22807,VEH,INTRL,big truck,1
22808,VEH,AU/SP,3-door,1
22811,TRL,TR/RN,trailer,1
22812,VEH,AVAN,power shovel,1
22813,TRL,MEUN,trailer,1
22815,TRL,MESA,trailer,1
22816,VEH,OTTAW,power shovel,1
22817,TRL,BTM,big truck,1
22818,TRL,TEINE,trailer,1
22819,VEH,FA/LO,trailer,1
22820,VEH,BOMBO,multi-wheeled vehicle,1
22821,TRL,HEVY,trailer,1
22822,VEH,ISATA,trailer,1
22823,VEH,MI/RO,3-door,1
22824,VEH,NATIO,lift boom,1
22825,TRL,GRAVI,trailer,1
22826,TRL,BARRL,trailer,1
22827,TRL,GDANN,trailer,1
22828,TRL,RETR,trailer,1
22830,VEH,EXPOL,station wagon/sport utility vehicle,1
22831,TRL,SNOOZ,trailer,1
22832,TRL,CRICK,trailer,1
22833,TRL,CHATT,trailer,1
22834,TRL,MANAS,trailer,1
22836,TRL,IROQU,station wagon/sport utility vehicle,1
22837,VEH,OL/CI,motorcycle,1
22838,TRL,TILT,station wagon/sport utility vehicle,1
22839,TRL,CORY,trailer,1
22840,TRL,GY/SP,trailer,1
22841,TRL,PHOE,trailer,1
22845,VEH,CHRVR,trailer,1
22846,VEH,ALVI,big truck,1
22848,TRL,MI/AH,trailer,1
22849,VEH,ALLCH,unknown,1
22850,VEH,AMGEN,snow plow,1
22851,TRL,ATWD,trailer,1
22853,VEH,AXIX,trailer,1
22855,VEH,HORSE,motorcycle,1
22856,VEH,BMWW,motorcycle,1
22858,TRL,T&L,trailer,1
22859,TRL,SHRLA,trailer,1
22861,TRL,DICA,trailer,1
22862,VEH,MGTA,convertible,1
22863,TRL,DRAG,trailer,1
22864,TRL,PACER,station wagon/sport utility vehicle,1
22865,TRL,WESTW,trailer,1
22866,TRL,QU/EN,trailer,1
22869,TRL,RIEFE,trailer,1
22870,TRL,BOB,trailer,1
22872,VEH,NPR,van,1
22873,VEH,DENZE,convertible,1
22874,TRL,TI/BR,big truck,1
22875,TRL,HANY,trailer,1
22876,TRL,TAG,trailer,1
22877,VEH,AL/TR,trailer,1
22878,TRL,KALY,trailer,1
22879,TRL,VCRO,trailer,1
22880,TRL,RA/RI,trailer,1
22881,VEH,FL/DI,trailer,1
22882,VEH,TR/EZ,trailer,1
22883,VEH,PONYX,trailer,1
22885,VEH,SHELL,trailer,1
22886,VEH,JODE,tractor,1
22888,TRL,HOMEM,motorcycle,1
22889,TRL,EGLE,trailer,1
22890,TRL,NESF,trailer,1
22891,TRL,EBY,big truck,1
22892,VEH,OLSSM,station wagon/sport utility vehicle,1
22893,TRL,CORN,trailer,1
22895,TRL,GY,trailer,1
22896,TRL,BWOSE,trailer,1
22897,TRL,NAGIC,trailer,1
22898,VEH,SEMI,trailer,1
22899,VEH,COMFA,trailer,1
22901,VEH,HYUUN,sedan,1
22902,VEH,TI/AL,trailer,1
22903,TRL,GULF,trailer,1
22905,TRL,NORAR,trailer,1
22906,TRL,FIRL,trailer,1
22907,TRL,IMTT,trailer,1
22908,TRL,BESTR,trailer,1
22909,TRL,CHW,big truck,1
22910,TRL,JU/EL,trailer,1
22912,TRL,REDW,trailer,1
22913,TRL,SVCC,trailer,1
22914,TRL,WA/NA,van,1
22915,VEH,MORIT,big truck,1
22916,VEH,EUCLI,snow plow,1
22917,TRL,LWF,trailer,1
22918,VEH,FORGA,sedan,1
